1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1.7,1.5,2.0,-0.1,5.3,3.0,2.9,3.2,2.3,3.0,3.7,1.0,0.5,0.4,2.8,2.4,3.8,1.0,-0.4,-5.0,1.6,1.3,0.0,1.4,1.3,2.1,3.1,3.1,1.9,1.7,-1.8,6.5,0.4,0.6
